date,channel,campaign,impressions,clicks,spend,conversions,revenue
2026-02-23,Meta Ads,Retargeting,16190,321,287.29,19,1379.84
2026-02-23,TikTok Ads,Lookalike,60142,636,259.83,6,327.72
2026-02-23,TikTok Ads,Prospecting,86868,686,236.67,6,263.13
2026-02-23,TikTok Ads,Retargeting,26426,397,137.22,14,811.51
2026-02-24,Google Ads,Brand Search,8320,701,943.97,88,8285.07
2026-02-24,Google Ads,Lookalike,16494,634,782.36,30,2306.05
2026-02-24,Google Ads,Prospecting,28266,860,1026.47,32,2596.95
2026-02-24,Google Ads,Retargeting,11083,674,803.24,77,7996.99
2026-02-24,LinkedIn Ads,Prospecting,16548,81,429.13,2,579.19
2026-02-24,LinkedIn Ads,Retargeting,5540,57,301.86,2,752.89
2026-02-24,Meta Ads,Lookalike,35649,433,393.4,18,1424.95
2026-02-24,Meta Ads,Prospecting,54030,532,393.26,13,931.16
2026-02-24,Meta Ads,Retargeting,27457,593,423.36,41,3285.72
2026-02-24,TikTok Ads,Lookalike,58711,536,202.41,13,595.49
2026-02-24,TikTok Ads,Prospecting,92250,705,258.91,11,492.78
2026-02-24,TikTok Ads,Retargeting,41201,656,270.75,14,963.28
2026-02-25,Google Ads,Brand Search,7525,625,675.11,81,7116.59
2026-02-25,Google Ads,Lookalike,18326,729,930.14,39,2881.5
2026-02-25,Google Ads,Prospecting,22503,626,900.45,21,1470.89
2026-02-25,Google Ads,Retargeting,12535,713,954.44,72,8336.89
2026-02-25,LinkedIn Ads,Prospecting,17639,90,496.7,0,0.0
2026-02-25,LinkedIn Ads,Retargeting,4671,56,320.68,2,688.94
2026-02-25,Meta Ads,Lookalike,39302,555,476.5,16,1097.25
2026-02-25,Meta Ads,Prospecting,52337,502,452.78,4,323.45
2026-02-25,Meta Ads,Retargeting,21779,409,309.76,23,1737.23
2026-02-25,TikTok Ads,Lookalike,69026,646,238.46,8,487.06
2026-02-25,TikTok Ads,Prospecting,90398,757,295.38,8,388.03
2026-02-25,TikTok Ads,Retargeting,30918,474,197.1,10,538.01
2026-02-26,Google Ads,Brand Search,7398,631,734.02,93,8903.77
2026-02-26,Google Ads,Lookalike,21532,799,1050.65,44,3673.12
2026-02-26,Google Ads,Prospecting,25787,807,1018.33,38,3106.79
2026-02-26,Google Ads,Retargeting,8981,589,692.91,57,5119.99
2026-02-26,LinkedIn Ads,Prospecting,12106,63,359.91,0,0.0
2026-02-26,LinkedIn Ads,Retargeting,6499,60,328.61,1,346.76
2026-02-26,Meta Ads,Lookalike,37704,510,496.57,15,1149.01
2026-02-26,Meta Ads,Prospecting,42630,449,364.3,11,774.52
2026-02-26,Meta Ads,Retargeting,23701,484,356.72,30,2578.12
2026-02-26,TikTok Ads,Lookalike,54868,604,218.64,8,452.24
2026-02-26,TikTok Ads,Prospecting,78896,748,288.21,10,457.93
2026-02-26,TikTok Ads,Retargeting,23277,425,138.85,11,644.07
2026-02-27,Google Ads,Brand Search,5079,438,580.33,63,6513.78
2026-02-27,Google Ads,Lookalike,15625,553,662.6,26,2133.69
2026-02-27,Google Ads,Prospecting,21525,701,922.69,31,2407.13
2026-02-27,Google Ads,Retargeting,8379,552,615.37,45,4058.67
2026-02-27,LinkedIn Ads,Prospecting,12878,75,448.33,0,0.0
2026-02-27,LinkedIn Ads,Retargeting,5884,58,286.57,4,1704.63
2026-02-27,Meta Ads,Lookalike,33400,507,357.9,17,1179.33
2026-02-27,Meta Ads,Prospecting,55837,551,468.59,10,750.48
2026-02-27,Meta Ads,Retargeting,25609,480,417.76,27,1898.16
2026-02-27,TikTok Ads,Lookalike,51658,533,191.32,7,357.22
2026-02-27,TikTok Ads,Prospecting,101076,809,325.25,13,645.56
2026-02-27,TikTok Ads,Retargeting,29750,444,158.02,11,527.69
2026-02-28,Google Ads,Brand Search,5963,496,578.47,50,4907.01
2026-02-28,Google Ads,Lookalike,17472,612,859.99,31,3112.87
2026-02-28,Google Ads,Prospecting,22836,728,960.44,35,2573.42
2026-02-28,Google Ads,Retargeting,8102,475,601.18,40,3991.47
2026-02-28,LinkedIn Ads,Prospecting,13688,69,382.21,1,337.99
2026-02-28,LinkedIn Ads,Retargeting,5129,49,247.52,1,377.63
2026-02-28,Meta Ads,Lookalike,28403,392,282.59,9,634.6
2026-02-28,Meta Ads,Prospecting,46131,428,326.54,12,724.53
2026-02-28,Meta Ads,Retargeting,15936,371,234.84,17,1170.12
2026-02-28,TikTok Ads,Lookalike,44488,457,160.64,11,470.48
2026-02-28,TikTok Ads,Prospecting,73861,606,199.95,8,471.71
2026-02-28,TikTok Ads,Retargeting,29918,520,193.56,15,993.9
2026-03-01,Google Ads,Brand Search,5183,433,503.12,41,3897.12
2026-03-01,Google Ads,Lookalike,18909,740,1096.04,41,3146.13
2026-03-01,Google Ads,Prospecting,20628,699,835.06,27,1965.44
2026-03-01,Google Ads,Retargeting,7857,528,641.94,48,3474.38
2026-03-01,LinkedIn Ads,Prospecting,11260,52,291.32,0,0.0
2026-03-01,LinkedIn Ads,Retargeting,5492,67,342.04,4,1599.96
2026-03-01,Meta Ads,Lookalike,31057,376,284.31,11,739.34
2026-03-01,Meta Ads,Prospecting,54236,540,349.35,12,802.57
2026-03-01,Meta Ads,Retargeting,15518,288,243.58,15,959.22
2026-03-01,TikTok Ads,Lookalike,40014,417,162.77,9,442.79
2026-03-01,TikTok Ads,Prospecting,79788,640,201.38,10,393.9
2026-03-01,TikTok Ads,Retargeting,24907,394,157.82,8,469.45
2026-03-02,Google Ads,Brand Search,5302,405,518.59,52,5511.74
2026-03-02,Google Ads,Lookalike,18210,721,724.26,25,2367.08
2026-03-02,Google Ads,Prospecting,28811,841,1104.33,33,2578.03
2026-03-02,Google Ads,Retargeting,9023,527,639.67,40,3296.0
2026-03-02,LinkedIn Ads,Prospecting,13510,89,537.54,1,267.58
2026-03-02,LinkedIn Ads,Retargeting,6154,56,271.49,4,1280.17
2026-03-02,Meta Ads,Lookalike,28131,390,310.37,13,942.5
2026-03-02,Meta Ads,Prospecting,61060,678,485.62,14,1004.85
2026-03-02,Meta Ads,Retargeting,19524,355,254.07,13,990.1
2026-03-02,TikTok Ads,Lookalike,40109,383,128.89,12,620.64
2026-03-02,TikTok Ads,Prospecting,86191,724,228.76,9,435.3
2026-03-02,TikTok Ads,Retargeting,30099,503,178.69,10,595.14
2026-03-03,Google Ads,Brand Search,6278,539,623.63,54,5816.2
2026-03-03,Google Ads,Lookalike,21071,852,1100.19,44,3283.31
2026-03-03,Google Ads,Prospecting,20100,617,736.59,18,1515.98
2026-03-03,Google Ads,Retargeting,8997,566,738.91,58,4666.25
2026-03-03,LinkedIn Ads,Prospecting,18621,93,551.15,0,0.0
2026-03-03,LinkedIn Ads,Retargeting,5234,52,256.65,1,370.07
2026-03-03,Meta Ads,Lookalike,37190,490,368.82,13,839.38
2026-03-03,Meta Ads,Prospecting,52834,600,513.27,13,932.12
2026-03-03,Meta Ads,Retargeting,19453,365,342.41,18,1428.05
2026-03-03,TikTok Ads,Lookalike,58004,665,222.33,5,268.55
2026-03-03,TikTok Ads,Prospecting,95441,792,276.58,8,434.68
2026-03-03,TikTok Ads,Retargeting,30444,484,179.06,9,381.69
2026-03-04,Google Ads,Brand Search,5666,550,589.08,59,5388.83
2026-03-04,Google Ads,Lookalike,17995,682,963.67,35,2387.02
2026-03-04,Google Ads,Prospecting,28607,878,1313.43,35,3019.74
2026-03-04,Google Ads,Retargeting,12622,781,1008.93,76,6538.78
2026-03-04,LinkedIn Ads,Prospecting,15415,67,408.54,0,0.0
2026-03-04,LinkedIn Ads,Retargeting,6734,64,344.2,3,906.63
2026-03-04,Meta Ads,Lookalike,41539,525,475.15,22,1708.11
2026-03-04,Meta Ads,Prospecting,50592,536,393.08,12,755.87
2026-03-04,Meta Ads,Retargeting,23825,473,358.17,20,1378.48
2026-03-04,TikTok Ads,Lookalike,61352,558,210.34,6,325.57
2026-03-04,TikTok Ads,Prospecting,77219,597,179.5,5,243.37
2026-03-04,TikTok Ads,Retargeting,28891,462,151.89,5,264.14
2026-03-05,Google Ads,Brand Search,5828,452,495.79,49,4872.18
2026-03-05,Google Ads,Lookalike,19889,648,711.37,35,2646.6
2026-03-05,Google Ads,Prospecting,24055,805,1064.4,15,1140.88
2026-03-05,Google Ads,Retargeting,10910,611,753.98,63,5355.32
2026-03-05,LinkedIn Ads,Prospecting,15749,95,547.49,2,764.38
2026-03-05,LinkedIn Ads,Retargeting,6148,64,310.31,5,2001.96
2026-03-05,Meta Ads,Lookalike,37221,441,344.38,16,1245.09
2026-03-05,Meta Ads,Prospecting,47891,468,431.41,11,728.72
2026-03-05,Meta Ads,Retargeting,17202,384,323.77,21,1653.58
2026-03-05,TikTok Ads,Lookalike,64930,608,245.82,14,641.71
2026-03-05,TikTok Ads,Prospecting,80552,618,212.85,11,501.66
2026-03-05,TikTok Ads,Retargeting,29921,450,161.77,8,431.73
2026-03-06,Google Ads,Brand Search,6201,543,650.05,62,7453.84
2026-03-06,Google Ads,Lookalike,19305,791,990.08,42,3487.4
2026-03-06,Google Ads,Prospecting,25818,711,765.16,24,2055.91
2026-03-06,Google Ads,Retargeting,13086,822,1028.64,73,5376.63
2026-03-06,LinkedIn Ads,Prospecting,15163,84,390.75,1,320.99
2026-03-06,LinkedIn Ads,Retargeting,3834,39,204.49,1,359.97
2026-03-06,Meta Ads,Lookalike,35640,427,397.72,6,374.22
2026-03-06,Meta Ads,Prospecting,44533,492,422.66,6,382.92
2026-03-06,Meta Ads,Retargeting,21050,420,334.37,26,1969.14
2026-03-06,TikTok Ads,Lookalike,59700,652,198.18,7,312.65
2026-03-06,TikTok Ads,Prospecting,73167,636,272.94,5,225.33
2026-03-06,TikTok Ads,Retargeting,23721,396,132.11,7,370.39
2026-03-07,Google Ads,Brand Search,4348,368,503.23,64,5816.39
2026-03-07,Google Ads,Lookalike,19558,713,875.14,34,3076.45
2026-03-07,Google Ads,Prospecting,23970,731,1038.29,23,1610.13
2026-03-07,Google Ads,Retargeting,9954,580,764.36,67,6749.45
2026-03-07,LinkedIn Ads,Prospecting,14964,88,510.92,0,0.0
2026-03-07,LinkedIn Ads,Retargeting,5980,71,355.81,4,1637.6
2026-03-07,Meta Ads,Lookalike,30630,386,313.15,6,393.81
2026-03-07,Meta Ads,Prospecting,55673,572,457.94,15,915.92
2026-03-07,Meta Ads,Retargeting,14285,322,301.66,27,2051.88
2026-03-07,TikTok Ads,Lookalike,49331,443,164.44,11,616.98
2026-03-07,TikTok Ads,Prospecting,82893,597,205.09,6,240.8
2026-03-07,TikTok Ads,Retargeting,37188,557,201.56,20,1244.76
2026-03-08,Google Ads,Brand Search,6414,513,665.06,68,4975.2
2026-03-08,Google Ads,Lookalike,19474,762,1022.44,37,2739.05
2026-03-08,Google Ads,Prospecting,22359,775,987.68,23,1688.3
2026-03-08,Google Ads,Retargeting,7812,511,618.9,60,5675.35
2026-03-08,LinkedIn Ads,Prospecting,16532,102,509.56,0,0.0
2026-03-08,LinkedIn Ads,Retargeting,5600,51,240.87,3,1308.98
2026-03-08,Meta Ads,Lookalike,28864,388,313.51,12,737.76
2026-03-08,Meta Ads,Prospecting,39878,465,395.57,6,417.66
2026-03-08,Meta Ads,Retargeting,17265,381,390.6,23,1645.85
2026-03-08,TikTok Ads,Lookalike,54150,536,167.87,11,480.43
2026-03-08,TikTok Ads,Prospecting,88379,676,217.87,6,281.87
2026-03-08,TikTok Ads,Retargeting,24578,404,139.17,14,682.36
2026-03-09,Google Ads,Brand Search,7225,556,728.96,70,7546.97
2026-03-09,Google Ads,Lookalike,23531,822,896.66,50,4078.64
2026-03-09,Google Ads,Prospecting,32969,1000,1225.45,47,3583.37
2026-03-09,Google Ads,Retargeting,8657,556,682.81,45,3909.05
2026-03-09,LinkedIn Ads,Prospecting,16466,94,538.68,3,1017.48
2026-03-09,LinkedIn Ads,Retargeting,5138,53,304.99,0,0.0
2026-03-09,Meta Ads,Lookalike,45206,557,471.34,17,1125.34
2026-03-09,Meta Ads,Prospecting,51584,632,499.31,10,589.01
2026-03-09,Meta Ads,Retargeting,17656,350,261.53,23,1742.95
2026-03-09,TikTok Ads,Lookalike,61434,592,182.78,7,328.99
2026-03-09,TikTok Ads,Prospecting,101467,801,280.36,9,421.06
2026-03-09,TikTok Ads,Retargeting,36311,549,201.95,16,810.77
2026-03-10,Google Ads,Brand Search,5818,447,498.71,57,6350.94
2026-03-10,Google Ads,Lookalike,21524,850,962.07,36,2965.31
2026-03-10,Google Ads,Prospecting,30217,952,1057.6,30,2341.02
2026-03-10,Google Ads,Retargeting,11068,656,868.42,53,4601.68
2026-03-10,LinkedIn Ads,Prospecting,19776,108,664.98,4,1325.84
2026-03-10,LinkedIn Ads,Retargeting,5882,56,385.25,1,453.28
2026-03-10,Meta Ads,Lookalike,40020,493,440.79,11,725.26
2026-03-10,Meta Ads,Prospecting,47896,563,431.96,12,812.38
2026-03-10,Meta Ads,Retargeting,22338,477,410.27,35,2931.37
2026-03-10,TikTok Ads,Lookalike,77992,830,274.54,13,686.33
2026-03-10,TikTok Ads,Prospecting,73606,587,215.54,6,223.42
2026-03-10,TikTok Ads,Retargeting,35020,542,180.32,11,605.51
2026-03-11,Google Ads,Brand Search,5682,467,514.25,49,4440.41
2026-03-11,Google Ads,Lookalike,23394,907,931.96,36,3030.7
2026-03-11,Google Ads,Prospecting,29888,966,1151.88,45,3680.33
2026-03-11,Google Ads,Retargeting,7588,422,575.65,40,3552.48
2026-03-11,LinkedIn Ads,Prospecting,18646,94,554.97,2,718.04
2026-03-11,LinkedIn Ads,Retargeting,6029,55,326.03,6,2067.46
2026-03-11,Meta Ads,Lookalike,30791,435,354.31,9,678.65
2026-03-11,Meta Ads,Prospecting,51543,534,399.44,12,838.8
2026-03-11,Meta Ads,Retargeting,24372,500,418.35,35,3077.68
2026-03-11,TikTok Ads,Lookalike,59734,651,270.7,10,563.85
2026-03-11,TikTok Ads,Prospecting,95067,724,260.8,3,137.27
2026-03-11,TikTok Ads,Retargeting,32295,447,144.81,14,702.69
2026-03-12,Google Ads,Brand Search,7904,704,925.56,96,9126.48
2026-03-12,Google Ads,Lookalike,24730,833,1050.12,34,3283.74
2026-03-12,Google Ads,Prospecting,30797,1059,1124.29,41,3378.71
2026-03-12,Google Ads,Retargeting,10700,722,789.06,73,6655.52
2026-03-12,LinkedIn Ads,Prospecting,15112,83,442.77,0,0.0
2026-03-12,LinkedIn Ads,Retargeting,5828,53,317.55,2,705.9
2026-03-12,Meta Ads,Lookalike,31343,347,276.57,12,813.67
2026-03-12,Meta Ads,Prospecting,49310,503,403.82,11,747.0
2026-03-12,Meta Ads,Retargeting,18843,378,316.58,20,1649.48
2026-03-12,TikTok Ads,Lookalike,55315,614,221.21,8,407.83
2026-03-12,TikTok Ads,Prospecting,84726,761,311.04,6,275.91
2026-03-12,TikTok Ads,Retargeting,26009,436,125.12,12,660.22
2026-03-13,Google Ads,Brand Search,7566,581,810.98,70,6541.65
2026-03-13,Google Ads,Lookalike,17594,704,864.76,28,2385.34
2026-03-13,Google Ads,Prospecting,20833,593,671.45,20,1433.36
2026-03-13,Google Ads,Retargeting,10128,563,584.13,38,3705.04
2026-03-13,LinkedIn Ads,Prospecting,16410,104,549.0,0,0.0
2026-03-13,LinkedIn Ads,Retargeting,5639,51,288.86,0,0.0
2026-03-13,Meta Ads,Lookalike,32011,440,404.92,11,784.06
2026-03-13,Meta Ads,Prospecting,43084,481,370.79,12,805.67
2026-03-13,Meta Ads,Retargeting,19883,448,356.28,34,2940.56
2026-03-13,TikTok Ads,Lookalike,57971,535,165.48,6,266.19
2026-03-13,TikTok Ads,Prospecting,72535,613,207.56,5,234.41
2026-03-13,TikTok Ads,Retargeting,36370,594,222.12,12,676.76
2026-03-14,Google Ads,Brand Search,6108,551,704.16,49,4863.53
2026-03-14,Google Ads,Lookalike,12936,461,563.94,21,1890.24
2026-03-14,Google Ads,Prospecting,20641,593,835.97,21,1479.53
2026-03-14,Google Ads,Retargeting,9526,599,721.35,57,5654.6
2026-03-14,LinkedIn Ads,Prospecting,13504,73,407.02,0,0.0
2026-03-14,LinkedIn Ads,Retargeting,5762,58,327.85,1,402.11
2026-03-14,Meta Ads,Lookalike,35396,425,374.09,9,647.95
2026-03-14,Meta Ads,Prospecting,40715,457,402.28,7,499.37
2026-03-14,Meta Ads,Retargeting,15155,292,216.94,9,784.18
2026-03-14,TikTok Ads,Lookalike,34689,305,101.75,3,150.83
2026-03-14,TikTok Ads,Prospecting,70786,570,206.97,6,284.15
2026-03-14,TikTok Ads,Retargeting,25399,364,134.65,10,574.29
2026-03-15,Google Ads,Brand Search,6129,521,568.26,75,7079.29
2026-03-15,Google Ads,Lookalike,15873,613,913.6,46,3738.3
2026-03-15,Google Ads,Prospecting,23525,752,1110.2,36,2697.11
2026-03-15,Google Ads,Retargeting,7274,513,719.98,53,5187.05
2026-03-15,LinkedIn Ads,Prospecting,14414,58,324.79,1,300.39
2026-03-15,LinkedIn Ads,Retargeting,4736,38,206.48,0,0.0
2026-03-15,Meta Ads,Lookalike,26262,309,202.56,8,504.88
2026-03-15,Meta Ads,Prospecting,51531,521,371.02,7,537.13
2026-03-15,Meta Ads,Retargeting,16775,321,249.78,25,1905.77
2026-03-15,TikTok Ads,Lookalike,61193,642,258.4,7,382.72
2026-03-15,TikTok Ads,Prospecting,62744,472,158.23,5,211.03
2026-03-15,TikTok Ads,Retargeting,25072,417,165.12,15,864.09
2026-03-16,Google Ads,Brand Search,8315,729,895.15,105,11030.05
2026-03-16,Google Ads,Lookalike,14663,603,737.69,32,2437.96
2026-03-16,Google Ads,Prospecting,23090,632,647.07,23,1766.75
2026-03-16,Google Ads,Retargeting,8816,524,600.86,61,7043.31
2026-03-16,LinkedIn Ads,Prospecting,16930,96,568.37,4,1013.6
2026-03-16,LinkedIn Ads,Retargeting,6169,68,301.52,2,786.12
2026-03-16,Meta Ads,Lookalike,28405,393,351.75,10,820.74
2026-03-16,Meta Ads,Prospecting,51445,452,424.93,4,295.58
2026-03-16,Meta Ads,Retargeting,21275,494,395.15,26,1907.65
2026-03-16,TikTok Ads,Lookalike,55543,576,208.98,3,133.98
2026-03-16,TikTok Ads,Prospecting,71001,596,204.88,4,167.09
2026-03-16,TikTok Ads,Retargeting,27842,491,195.67,11,665.57
2026-03-17,Google Ads,Brand Search,6517,615,687.42,74,7306.77
2026-03-17,Google Ads,Lookalike,21083,868,1090.42,43,4649.82
2026-03-17,Google Ads,Prospecting,36599,1065,1356.15,43,4297.2
2026-03-17,Google Ads,Retargeting,9288,657,791.35,60,5989.95
2026-03-17,LinkedIn Ads,Prospecting,14128,75,401.74,0,0.0
2026-03-17,LinkedIn Ads,Retargeting,5895,84,389.6,4,1316.06
2026-03-17,Meta Ads,Lookalike,39423,502,420.17,14,935.64
2026-03-17,Meta Ads,Prospecting,60322,662,576.82,13,1218.95
2026-03-17,Meta Ads,Retargeting,24971,552,399.93,25,1819.37
2026-03-17,TikTok Ads,Lookalike,54869,521,169.38,8,389.31
2026-03-17,TikTok Ads,Prospecting,101268,959,352.58,10,528.11
2026-03-17,TikTok Ads,Retargeting,43194,675,221.05,23,1386.64
2026-03-18,Google Ads,Brand Search,6408,563,733.97,47,4837.22
2026-03-18,Google Ads,Lookalike,16873,661,761.66,33,2679.42
2026-03-18,Google Ads,Prospecting,24301,605,708.86,26,2200.59
2026-03-18,Google Ads,Retargeting,8852,521,714.96,46,3941.42
2026-03-18,LinkedIn Ads,Prospecting,15775,82,409.7,1,322.37
2026-03-18,LinkedIn Ads,Retargeting,7512,77,423.92,2,639.09
2026-03-18,Meta Ads,Lookalike,37835,480,391.79,17,1203.28
2026-03-18,Meta Ads,Prospecting,62739,600,436.78,11,737.45
2026-03-18,Meta Ads,Retargeting,21974,399,265.24,21,1703.44
2026-03-18,TikTok Ads,Lookalike,60417,610,204.03,11,610.83
2026-03-18,TikTok Ads,Prospecting,83232,759,252.5,11,661.43
2026-03-18,TikTok Ads,Retargeting,40683,592,217.15,14,705.33
2026-03-19,Google Ads,Brand Search,8463,662,902.13,82,9039.28
2026-03-19,Google Ads,Lookalike,19105,791,972.57,47,4064.57
2026-03-19,Google Ads,Prospecting,24772,683,818.62,25,2107.97
2026-03-19,Google Ads,Retargeting,8478,602,749.98,51,4868.93
2026-03-19,LinkedIn Ads,Prospecting,13934,56,289.22,0,0.0
2026-03-19,LinkedIn Ads,Retargeting,5279,60,329.89,2,855.16
2026-03-19,Meta Ads,Lookalike,34911,456,420.3,17,1033.36
2026-03-19,Meta Ads,Prospecting,63356,779,568.13,14,820.72
2026-03-19,Meta Ads,Retargeting,17455,372,290.76,13,985.19
2026-03-19,TikTok Ads,Lookalike,60675,561,211.95,6,299.91
2026-03-19,TikTok Ads,Prospecting,80860,717,221.04,4,166.01
2026-03-19,TikTok Ads,Retargeting,43084,595,191.43,16,918.91
2026-03-20,Google Ads,Brand Search,6213,494,602.81,52,5470.14
2026-03-20,Google Ads,Lookalike,16923,653,729.96,34,2937.85
2026-03-20,Google Ads,Prospecting,36743,1241,1429.6,38,3116.37
2026-03-20,Google Ads,Retargeting,10204,591,641.25,32,2842.02
2026-03-20,LinkedIn Ads,Prospecting,15215,78,358.09,3,974.92
2026-03-20,LinkedIn Ads,Retargeting,8137,94,469.56,2,716.23
2026-03-20,Meta Ads,Lookalike,35784,431,280.37,10,596.5
2026-03-20,Meta Ads,Prospecting,63518,649,502.84,14,821.87
2026-03-20,Meta Ads,Retargeting,18096,392,305.0,23,1665.98
2026-03-20,TikTok Ads,Lookalike,55064,610,212.07,13,630.27
2026-03-20,TikTok Ads,Prospecting,73994,595,219.8,4,195.27
2026-03-20,TikTok Ads,Retargeting,33173,572,218.56,11,629.52
2026-03-21,Google Ads,Brand Search,4464,392,480.48,50,4786.32
2026-03-21,Google Ads,Lookalike,14239,521,564.3,23,1743.89
2026-03-21,Google Ads,Prospecting,23804,664,752.6,17,1471.63
2026-03-21,Google Ads,Retargeting,9652,563,861.12,45,3899.9
2026-03-21,LinkedIn Ads,Prospecting,10103,60,320.73,1,326.58
2026-03-21,LinkedIn Ads,Retargeting,3805,33,202.02,2,692.51
2026-03-21,Meta Ads,Lookalike,31527,382,299.96,6,364.91
2026-03-21,Meta Ads,Prospecting,59804,700,540.8,15,1174.13
2026-03-21,Meta Ads,Retargeting,13700,327,273.92,24,1795.62
2026-03-21,TikTok Ads,Lookalike,44951,467,175.81,9,449.36
2026-03-21,TikTok Ads,Prospecting,59576,431,150.21,3,144.37
2026-03-21,TikTok Ads,Retargeting,23596,325,106.36,8,428.36
2026-03-22,Google Ads,Brand Search,5802,526,495.46,67,6978.2
2026-03-22,Google Ads,Lookalike,18225,794,938.63,38,3564.44
2026-03-22,Google Ads,Prospecting,25809,708,1039.56,18,1436.58
2026-03-22,Google Ads,Retargeting,9290,576,734.43,45,3672.71
2026-03-22,LinkedIn Ads,Prospecting,16064,100,594.65,1,389.02
2026-03-22,LinkedIn Ads,Retargeting,4823,54,346.6,2,778.38
2026-03-22,Meta Ads,Lookalike,26197,343,300.92,6,345.01
2026-03-22,Meta Ads,Prospecting,42575,469,426.06,11,731.9
2026-03-22,Meta Ads,Retargeting,19828,364,279.34,26,2123.37
2026-03-22,TikTok Ads,Lookalike,50358,520,213.46,10,478.33
2026-03-22,TikTok Ads,Prospecting,64754,526,204.93,7,330.53
2026-03-22,TikTok Ads,Retargeting,26563,400,134.94,12,754.27
2026-03-23,Google Ads,Brand Search,8072,738,967.06,86,8325.08
2026-03-23,Google Ads,Lookalike,21502,745,1094.94,35,3202.82
2026-03-23,Google Ads,Prospecting,25915,744,878.76,30,2547.99
2026-03-23,Google Ads,Retargeting,12084,630,830.31,57,5327.8
2026-03-23,LinkedIn Ads,Prospecting,18299,97,528.62,1,348.14
2026-03-23,LinkedIn Ads,Retargeting,5936,67,356.36,3,976.08
2026-03-23,Meta Ads,Lookalike,28490,377,324.36,13,793.62
2026-03-23,Meta Ads,Prospecting,50391,513,458.09,16,950.41
2026-03-23,Meta Ads,Retargeting,21952,483,391.52,30,2247.41
2026-03-23,TikTok Ads,Lookalike,61144,583,234.88,10,530.55
2026-03-23,TikTok Ads,Prospecting,65160,500,222.7,2,89.57
2026-03-23,TikTok Ads,Retargeting,38529,638,188.26,16,908.88
2026-03-24,Google Ads,Brand Search,7068,663,730.4,69,8519.55
2026-03-24,Google Ads,Lookalike,22186,814,1071.02,43,4052.35
2026-03-24,Google Ads,Prospecting,35212,1045,1272.61,38,3571.9
2026-03-24,Google Ads,Retargeting,9806,582,801.53,63,7062.27
2026-03-24,LinkedIn Ads,Prospecting,14060,64,347.62,3,865.13
2026-03-24,LinkedIn Ads,Retargeting,5027,59,291.48,0,0.0
2026-03-24,Meta Ads,Lookalike,41017,479,389.4,9,644.84
2026-03-24,Meta Ads,Prospecting,43321,493,404.06,7,415.04
2026-03-24,Meta Ads,Retargeting,13428,279,173.2,11,882.71
2026-03-24,TikTok Ads,Lookalike,46241,488,144.88,2,93.5
2026-03-24,TikTok Ads,Prospecting,87762,750,229.56,8,394.99
2026-03-24,TikTok Ads,Retargeting,34008,575,168.32,27,1473.75
2026-03-25,Google Ads,Brand Search,6534,530,667.41,58,5995.42
2026-03-25,Google Ads,Lookalike,20310,797,1038.05,37,2788.44
2026-03-25,Google Ads,Prospecting,28287,839,1097.72,29,2168.78
2026-03-25,Google Ads,Retargeting,10490,605,754.99,52,5034.53
2026-03-25,LinkedIn Ads,Prospecting,18493,80,469.3,0,0.0
2026-03-25,LinkedIn Ads,Retargeting,6326,68,395.91,3,1260.11
2026-03-25,Meta Ads,Lookalike,34110,493,370.5,11,775.95
2026-03-25,Meta Ads,Prospecting,48890,572,479.78,17,966.92
2026-03-25,Meta Ads,Retargeting,18203,386,278.23,28,1753.86
2026-03-25,TikTok Ads,Lookalike,57138,597,189.5,8,339.29
2026-03-25,TikTok Ads,Prospecting,103118,877,347.23,2,83.97
2026-03-25,TikTok Ads,Retargeting,35411,620,190.08,18,1015.09
2026-03-26,Google Ads,Brand Search,7095,587,642.74,70,6177.59
2026-03-26,Google Ads,Lookalike,20817,847,1174.45,50,4820.59
2026-03-26,Google Ads,Prospecting,32877,808,1010.73,35,2749.48
2026-03-26,Google Ads,Retargeting,10871,677,939.28,70,7086.92
2026-03-26,LinkedIn Ads,Prospecting,21469,114,731.36,2,699.4
2026-03-26,LinkedIn Ads,Retargeting,6231,67,391.27,2,813.62
2026-03-26,Meta Ads,Lookalike,37161,506,408.27,17,1331.66
2026-03-26,Meta Ads,Prospecting,46193,449,393.59,5,360.01
2026-03-26,Meta Ads,Retargeting,22800,471,352.34,15,1152.61
2026-03-26,TikTok Ads,Lookalike,63257,653,224.07,11,536.73
2026-03-26,TikTok Ads,Prospecting,86274,762,261.6,4,197.76
2026-03-26,TikTok Ads,Retargeting,30552,474,161.23,12,717.06
2026-03-27,Google Ads,Brand Search,8634,713,882.17,79,7576.19
2026-03-27,Google Ads,Lookalike,18677,865,841.16,38,3839.99
2026-03-27,Google Ads,Prospecting,24514,641,742.9,22,1609.39
2026-03-27,Google Ads,Retargeting,8522,503,653.91,52,5031.96
2026-03-27,LinkedIn Ads,Prospecting,15284,70,368.35,0,0.0
2026-03-27,LinkedIn Ads,Retargeting,6223,68,390.69,3,1044.49
2026-03-27,Meta Ads,Lookalike,31945,428,323.61,13,831.4
2026-03-27,Meta Ads,Prospecting,40197,444,350.55,8,543.15
2026-03-27,Meta Ads,Retargeting,23347,486,393.94,32,2328.73
2026-03-27,TikTok Ads,Lookalike,58131,574,175.69,5,235.64
2026-03-27,TikTok Ads,Prospecting,70740,567,189.0,5,297.41
2026-03-27,TikTok Ads,Retargeting,26126,363,134.97,9,623.26
